price,bedrooms,bathrooms,rooms,sqft_living,floors
825500,3,2.5,5.5,2780,2
499431,4,2.75,6.75,2620,2
919204,4,3.5,7.5,3760,2
545000,4,2.5,6.5,2720,2
660000,3,2.25,5.25,2675,2
538888,5,2.75,7.75,2080,2
693000,3,2.5,5.5,2460,2
289950,3,2.5,5.5,1960,2
587000,4,2.5,6.5,2550,2
615000,3,2.25,5.25,1760,3
459000,3,1.75,4.75,1620,1
243000,3,1.75,4.75,1790,1
1505000,4,3.5,7.5,3480,2
660000,4,1.75,5.75,2780,2
1595000,5,3,8,3640,2
250000,1,1,2,750,1
315000,3,1,4,960,1
404000,3,1.5,4.5,2030,1
559900,3,2.75,5.75,2930,1
285000,2,2.5,4.5,1380,2
500000,3,2,5,1720,1
380000,2,1,3,1210,1
469000,3,1,4,950,1.5
405000,2,1.75,3.75,1710,2
439900,2,2,4,1410,1.5
525000,4,2.5,6.5,2910,2
580000,4,2.5,6.5,2220,2
1250000,5,3.25,8.25,3160,2
275000,3,2,5,1380,1
629000,3,2,5,1760,1
395000,1,1,2,730,1
965000,4,2.5,6.5,2460,2
820000,3,1.75,4.75,2160,1
661000,4,2.25,6.25,1990,1.5
789000,3,3,6,3740,2
668500,4,2.5,6.5,2710,2
350000,3,2.5,5.5,2680,2
250000,4,2,6,1850,1
725995,4,2.5,6.5,3190,2
1000000,3,2.5,5.5,2730,2
686000,3,1.5,4.5,1840,2
665000,4,2.5,6.5,2720,2
1965221,4,3.5,7.5,4370,2
653000,3,2.5,5.5,2290,2
430000,2,1,3,990,1
305000,2,1.5,3.5,1140,2
809000,4,1.5,5.5,1840,2
440150,2,1,3,1110,1
615000,4,2.5,6.5,2150,2
1035000,3,2.5,5.5,2230,2
455000,2,1,3,1170,1
635000,3,2.5,5.5,1960,1
675000,3,2.25,5.25,2610,2
316000,3,2.25,5.25,2130,1
955000,3,2.25,5.25,3020,2
985000,3,1.75,4.75,1670,2
465500,3,1.75,4.75,1890,1
305000,3,1,4,950,1
645000,4,2.5,6.5,2430,1
730000,4,2,6,2360,1
366000,3,1.75,4.75,1510,1
290000,3,2.5,5.5,2080,2
472500,3,2,5,1750,1
550000,3,2,5,1810,1.5
410000,4,1.75,5.75,1790,1
440000,4,2.75,6.75,2340,1
535000,3,2.5,5.5,1690,2
300000,4,2.5,6.5,2070,2
432500,3,2.5,5.5,2240,2
870000,4,3,7,4500,2
492000,3,1.75,4.75,2770,1
199950,3,1,4,1010,1
439800,3,1.5,4.5,1120,1
320000,5,2.5,7.5,3020,1
687000,4,3.25,7.25,4400,2
345000,3,1.75,4.75,1990,1
274950,3,1,4,1450,1
270000,4,2.5,6.5,1920,2
342000,2,2.5,4.5,1175,2
327000,3,1.5,4.5,1320,1
610000,5,2.5,7.5,3990,1
455000,2,1,3,1140,1
540000,4,1.75,5.75,1720,1.5
411000,4,2.75,6.75,2150,1
544000,3,1.5,4.5,1790,1.5
802000,2,2.5,4.5,2210,1
568500,3,2.75,5.75,2180,1
391000,3,2.25,5.25,1410,2
298000,3,2.5,5.5,1950,2
400000,3,2.5,5.5,1495,3
425000,3,2.25,5.25,1660,1
328500,3,2.5,5.5,1950,2
650000,5,2.75,7.75,2550,1.5
850000,3,1.75,4.75,1370,1
930000,4,2.5,6.5,2200,2
530000,3,1.75,4.75,1250,1.5
495000,4,2.25,6.25,2220,1
500000,3,1.75,4.75,1620,1
325000,3,1.75,4.75,2250,1
365000,3,2.5,5.5,1720,2
471000,4,2.5,6.5,3030,2
223000,3,1,4,1030,1
503000,3,2.5,5.5,2190,2
230000,3,2,5,1440,1
550000,4,2.5,6.5,2170,1
1100000,4,3.75,7.75,2930,1.5
193000,3,1.5,4.5,1180,1
590000,4,4.25,8.25,2360,2
712500,3,1.5,4.5,1660,1
689800,3,2.75,5.75,2390,1
430000,3,2,5,1360,1.5
785200,3,2.25,5.25,1840,1.5
474900,3,2.25,5.25,1800,1
1070000,4,3.75,7.75,4130,2
435000,3,1.75,4.75,2220,1
941500,5,3.5,8.5,3490,2
312000,4,2.5,6.5,1830,2
835000,4,2.75,6.75,1550,1.5
713250,3,2,5,2050,1
440000,2,1,3,1230,1
580135,4,2.5,6.5,3150,2
575000,3,2.25,5.25,3800,1
613000,3,2.5,5.5,1350,2
235000,3,2,5,1530,1
660000,3,2.5,5.5,2290,3
280000,2,1.5,3.5,1480,1
268000,3,1.75,4.75,1970,1
235000,2,1,3,720,1
390000,3,2,5,1080,1
654950,4,2.5,6.5,2790,2
449500,5,2.75,7.75,2040,1
150000,3,1,4,1320,1
440000,3,2.25,5.25,1680,2
710000,3,2,5,2140,1
420000,3,1.75,4.75,1660,1
312000,3,2.25,5.25,1540,1
320000,3,2,5,1880,1
235000,3,1,4,1250,1
437000,5,2,7,2120,1.5
545000,3,1.75,4.75,1810,1.5
640000,3,2.5,5.5,2370,2
432000,3,2.5,5.5,1970,2
548000,3,2.5,5.5,2110,2
830000,3,3,6,2080,1.5
875000,4,2.25,6.25,3720,1
409950,2,1.75,3.75,1370,1
695000,4,2.5,6.5,2961,2
562100,3,2.25,5.25,2090,2
475000,3,2.5,5.5,2600,2
425000,3,2.25,5.25,1870,1
600000,4,2.5,6.5,2620,2
770000,3,2.5,5.5,2430,2
239000,3,1.75,4.75,1340,1
295000,2,1,3,1170,1
560000,3,1.75,4.75,2000,1
613000,5,2.5,7.5,2070,1
960000,4,3,7,4590,2
847000,5,1,6,2550,2.5
206000,3,1,4,1060,1
253000,2,1.75,3.75,1220,1
430000,4,2.25,6.25,1790,1
605000,3,2,5,2060,1
425000,2,2.5,4.5,1140,3
720000,4,2.5,6.5,2870,2
375900,6,1.5,7.5,2550,1
1298000,4,3.5,7.5,2790,1.5
210000,3,1,4,1110,1
234000,2,1,3,940,1
285000,3,1.75,4.75,2880,1
400000,3,1.5,4.5,1200,1
718000,3,1,4,1030,1
174500,2,2.5,4.5,1240,2
222400,3,2,5,1200,1
402500,3,3.25,6.25,2780,2
250000,3,2.25,5.25,1765,2
600000,4,2.5,6.5,1960,1
930000,2,2.5,4.5,2680,1
272500,3,2,5,1410,1
363990,4,2.5,6.5,2240,2
575000,4,2.75,6.75,3120,2
400000,3,2.25,5.25,1450,2
427874,3,3,6,2340,2
309000,5,2.75,7.75,2481,2
320000,3,3.25,6.25,1530,2
390000,3,2.25,5.25,1250,1
299000,1,0.75,1.75,560,1
375000,4,1.75,5.75,2200,1
240500,3,1.75,4.75,1460,1
320000,3,1.5,4.5,1650,1
1270000,5,2.5,7.5,3200,1
658588,3,2.25,5.25,2560,2
270000,3,2.25,5.25,2080,1.5
327500,3,1,4,1070,1
340000,3,1.75,4.75,2190,2
200000,3,1.5,4.5,2060,1.5
1025000,3,1.75,4.75,2640,1
275000,3,2.5,5.5,1720,1
1126000,5,3.5,8.5,3880,2
280000,2,1,3,960,1
485000,3,2.5,5.5,2340,1
1901000,3,2.5,5.5,2660,2
865000,3,1.75,4.75,2090,2
532000,3,2.5,5.5,1820,2
364950,4,2.5,6.5,2310,2
212500,3,1,4,920,1
135000,1,1,2,790,1
437000,2,1.75,3.75,1500,1
390000,3,1,4,1240,1
760000,4,2.5,6.5,2730,2
119500,3,1,4,1170,1
2400000,5,3.25,8.25,3410,2
837500,4,2.5,6.5,2700,2
327500,4,1.75,5.75,1650,1
175000,2,1,3,670,1
289950,3,2,5,1670,1
400000,3,1.75,4.75,1530,1
219950,3,2.25,5.25,1500,1
161700,4,1.75,5.75,1720,1
500000,5,3,8,2920,2
465000,3,1,4,910,1
540000,3,1,4,1050,1
525000,3,2,5,1540,1
324950,3,1,4,1210,1
565000,5,2.5,7.5,2650,1
760500,3,2,5,1990,1
1100000,5,2.75,7.75,2660,1
603500,4,2.5,6.5,4060,1
453500,5,2.5,7.5,2300,1
583000,6,2.75,8.75,2630,1
275000,2,1,3,770,1
875000,4,2.75,6.75,3790,2
335000,4,2.75,6.75,2540,1
646000,4,2.25,6.25,2500,1
392500,4,2.5,6.5,2150,2
785000,3,1.75,4.75,1670,1
470000,3,2,5,1800,1
560000,3,2.5,5.5,2070,2
519000,2,1,3,830,1
746000,3,2.25,5.25,2370,1
317000,3,1,4,1010,1
371000,3,1.5,4.5,1420,1
250000,4,2,6,2120,1.5
532000,4,1.75,5.75,2020,1
499950,3,2.5,5.5,1520,2
375000,2,1,3,820,1
640000,3,2.5,5.5,1690,2.5
400000,3,2,5,2260,1
572000,3,2.25,5.25,1830,1
310000,3,2,5,1350,1
989000,5,3.5,8.5,3280,2
685000,4,2.5,6.5,2770,2
907500,4,2.5,6.5,2770,2
427500,4,2.5,6.5,2460,2
860000,3,3.25,6.25,4720,2
365000,2,1,3,1250,1
250500,3,2,5,1710,2
411715,3,1.75,4.75,1840,1
415000,4,2.5,6.5,2000,2
129000,1,1,2,650,1
489000,3,1.5,4.5,1020,1
170000,2,1,3,1500,1
418500,3,2.5,5.5,2060,2
261000,3,1.5,4.5,1810,1
2005000,6,4.5,10.5,3810,1
355000,2,1.75,3.75,1650,1
742000,3,3.25,6.25,1540,3
399950,3,1.5,4.5,2080,1
791000,3,2.25,5.25,2430,2
190000,5,2,7,1750,1
229500,3,1.75,4.75,1770,1
539000,3,2.5,5.5,1710,2
549000,4,2.25,6.25,2740,2
545000,5,2.5,7.5,2730,1
285000,3,2.5,5.5,2437,2
648000,4,2.5,6.5,3290,2
610000,4,3.5,7.5,2910,2
767450,3,2,5,1630,1
765000,4,3,7,4410,2
586500,3,2.5,5.5,1780,3
520000,3,3.25,6.25,1540,2
455000,3,1.75,4.75,1420,3
653000,3,2.5,5.5,2680,1
279950,3,2,5,1750,1
449950,3,2.5,5.5,2170,2
565000,3,2.75,5.75,2390,1
620000,4,2.25,6.25,2400,1.5
269000,3,1,4,1690,1
875000,3,3.5,6.5,3250,2
630000,4,3.75,7.75,4610,1
425000,4,2.75,6.75,2440,2
647500,3,1.75,4.75,1290,1
450000,4,1,5,2000,1.5
440000,3,1,4,1050,1
445000,4,2.5,6.5,2340,2
530000,4,2.25,6.25,2210,2
875000,5,2.5,7.5,2920,2
685000,3,2.75,5.75,3150,2
798000,3,3.5,6.5,3590,2
297500,4,2.5,6.5,1910,2
749950,4,2.75,6.75,3110,2
495000,5,3,8,2440,1
540000,4,2.25,6.25,1330,1.5
395000,3,1.75,4.75,1460,1
1300000,6,4.5,10.5,3902,3
1075000,5,4.75,9.75,5180,2
214100,2,2.5,4.5,1150,2
210000,4,1.5,5.5,1920,1
499500,3,2.5,5.5,2520,1.5
546000,2,1,3,970,1
292000,5,2.5,7.5,2490,1
289000,3,2,5,1680,1
240000,3,1,4,1150,1
395000,4,3,7,1980,1
795000,4,2.25,6.25,2070,1
955000,4,4.25,8.25,5660,2
725000,4,2.75,6.75,2420,1
335000,4,2.5,6.5,2610,2
492000,4,3.75,7.75,2810,2
250000,3,2.5,5.5,1510,1
700000,3,1.75,4.75,1910,1
545000,3,1.75,4.75,1700,1.5
555000,4,2.75,6.75,2020,1
640000,3,1.75,4.75,2340,1
390000,3,2,5,1463,3
466500,3,1,4,1430,1
372500,3,1.5,4.5,1180,1
1800000,5,4.5,9.5,4400,2
255000,3,2.5,5.5,1610,2
466800,3,2.5,5.5,1480,2
749000,3,2.5,5.5,2670,2
610000,4,1.75,5.75,1830,2
356000,2,1,3,920,1
165000,3,1,4,1150,1
229000,2,1,3,1190,1
530000,4,3.25,7.25,4160,2
499950,3,2.5,5.5,2370,2
619000,4,1.75,5.75,1660,1.5
547000,3,2.5,5.5,1480,1
359800,4,2.5,6.5,2390,2
499000,3,3.5,6.5,1690,2
189000,3,1,4,1010,1
799000,4,3.5,7.5,3500,2
257000,4,2.75,6.75,2330,1
270000,3,1.5,4.5,1890,1
453500,4,1.75,5.75,2000,1
237000,3,1,4,1130,1
456000,4,1.75,5.75,1670,1
355500,3,2.5,5.5,2600,2
299950,4,1.75,5.75,1560,1
335000,3,2,5,1170,1
268500,4,2.5,6.5,2100,2
385000,3,2.25,5.25,1710,1
376000,4,2.75,6.75,2420,2
605004,4,2,6,1370,2
886000,4,2,6,2660,1.5
560000,4,2.5,6.5,2260,2
343000,4,2.5,6.5,2070,2
1415000,4,5.25,9.25,4670,2
270000,3,1,4,1500,1
411605,4,2.5,6.5,2658,2
550000,4,2.5,6.5,2700,2
465000,3,2.25,5.25,1530,2
584000,3,2.5,5.5,1480,2
275000,3,3,6,1390,2
324500,3,2.5,5.5,1660,2
700000,3,2.5,5.5,2050,2
385200,4,1,5,1550,1.5
270000,4,2.25,6.25,1900,1
735000,4,2.5,6.5,2820,2
389250,2,1.5,3.5,1490,1
315000,3,1.5,4.5,1750,1
545000,4,2.5,6.5,2040,2
550000,3,1.5,4.5,1900,1.5
415000,3,1.75,4.75,1910,1
387500,3,1,4,1560,1
432000,3,1.75,4.75,1470,1
402000,3,2.5,5.5,2700,1
1035000,4,3.25,7.25,3450,2
294700,3,2,5,1970,1
744000,3,2.5,5.5,2670,2
715000,3,2.5,5.5,2550,2
500000,4,1,5,1720,1.5
1300000,4,4,8,4270,2
1150000,3,1.5,4.5,2170,1
650000,4,2.5,6.5,2840,2
435000,4,2.75,6.75,3270,2
510000,3,1.75,4.75,1480,1
525000,5,2.75,7.75,2440,1
920000,4,2.75,6.75,2880,1.5
200000,2,1,3,1730,1
435000,2,1,3,1260,1.5
809950,4,2,6,2230,1.5
1370000,2,2.25,4.25,2460,1.5
455000,4,1.75,5.75,2050,1
471000,3,2.5,5.5,2030,2
253500,2,1,3,810,1
185000,3,1,4,1840,1
535500,3,1.5,4.5,1730,2
835000,2,2,4,2280,1
589500,4,2.5,6.5,2630,2
680000,3,2.25,5.25,2270,1
360000,3,1.75,4.75,1020,1.5
595000,4,2.5,6.5,1990,2
300000,4,2.5,6.5,2680,2
660000,3,1.75,4.75,1980,1.5
570000,3,2.5,5.5,2400,2
285000,2,1,3,780,1
435000,3,2,5,980,1
160000,3,1,4,1210,1
805000,5,2.5,7.5,4600,1
450000,3,2.5,5.5,1480,2
510000,4,1.5,5.5,1320,1
1120000,5,2.75,7.75,4400,1
1280000,4,3.5,7.5,3010,2
539000,3,2,5,2260,1
407193,4,2,6,1880,2
320000,3,1.75,4.75,1370,1
739000,4,3,7,2720,2
452000,2,1.75,3.75,1740,1
600000,4,2.5,6.5,2560,2
279000,5,2.5,7.5,2690,2
895000,4,3,7,3240,2
585000,4,2.5,6.5,2430,2
405000,2,2,4,1405,2
837219,5,2.75,7.75,3030,2
969990,4,2.5,6.5,4150,2
490000,3,3,6,1730,3
611000,6,2.5,8.5,3820,1
462000,4,2.5,6.5,3070,2
540000,4,2.5,6.5,1780,2
260000,4,2.5,6.5,1811,2
510000,4,2.25,6.25,2450,2
567500,3,2.5,5.5,2300,2
445000,2,1,3,1440,1
684680,4,2.25,6.25,2370,2
2700000,4,3.25,7.25,4420,2
455000,3,1,4,1300,1.5
540000,5,3,8,2870,2
530000,3,2.75,5.75,3400,2
410000,3,1,4,1410,1
450000,3,1.75,4.75,1640,1
609900,4,2.5,6.5,3190,2
648000,4,2.5,6.5,2380,2
550000,3,2.5,5.5,2260,2
347000,3,1.75,4.75,1240,1
1635000,5,3.5,8.5,4220,1
1339000,4,2.5,6.5,4250,2
288350,3,1.5,4.5,1860,1
1150000,3,2.5,5.5,2850,1
525000,3,3,6,2470,2
250250,3,2.25,5.25,2210,2
341000,4,1.75,5.75,1920,1
700000,4,3,7,3150,2
390000,4,1.75,5.75,2700,1.5
539950,3,2.25,5.25,2190,1
552000,2,2.5,4.5,1380,3
250000,5,1.5,6.5,2520,1.5
502000,3,1.75,4.75,1300,1
480000,4,1.75,5.75,2220,2
378500,2,1,3,730,1
1350000,4,3.25,7.25,3300,2
1900000,4,3.25,7.25,4130,2
605000,3,2.5,5.5,2670,2
307550,4,2.5,6.5,1980,2
304700,2,1,3,740,1
568000,3,1.75,4.75,2050,1
385000,3,1.75,4.75,1230,1
345000,3,2.5,5.5,1210,3
435000,3,2.25,5.25,1890,1
579000,2,2,4,1870,1
236000,3,1.75,4.75,1330,1
305100,3,2,5,1590,1
368000,3,1.75,4.75,1710,1
255000,2,1,3,1200,1
400000,2,1,3,1140,1
440000,3,1.75,4.75,2240,1
417000,2,1,3,920,1
435000,2,1,3,800,1
475000,4,2.75,6.75,1980,1
563500,4,2.5,6.5,2800,2
285000,3,2.25,5.25,1680,2
471000,4,2.5,6.5,2330,2
500000,4,1.75,5.75,2240,1.5
640000,3,2.5,5.5,2140,2
442500,4,2.5,6.5,2170,2
213400,3,1.5,4.5,1150,1
831000,4,2.5,6.5,2030,1.5
325000,3,2,5,1350,1
425000,2,1,3,910,1
550000,4,2.5,6.5,2700,1
599950,4,3.5,7.5,3730,2
1225000,4,2.5,6.5,2740,2
750000,4,3.25,7.25,2050,2
290000,4,3,7,2390,2
270000,4,2.75,6.75,1990,1
229950,4,1.75,5.75,1300,1
234999,3,1,4,1330,1
265000,2,1,3,1000,1
367300,4,2.75,6.75,2190,2
550000,3,1.75,4.75,1380,1.5
743700,4,2.5,6.5,2610,2
352750,2,1.75,3.75,1060,2
403950,2,1,3,710,2
980000,4,2.5,6.5,2730,1.5
585000,4,1.75,5.75,2470,2
554000,3,1.75,4.75,1760,1
546000,3,2.5,5.5,1530,2
280000,2,1.75,3.75,1610,1.5
212500,2,2,4,1030,1
739000,4,2.5,6.5,2800,2
428000,3,2,5,1310,1
965000,4,2.25,6.25,3160,1
364900,3,3,6,2500,2
559000,3,1.5,4.5,2070,1
213000,4,1.75,5.75,1980,1
620000,3,2.5,5.5,2590,2
240000,4,1,5,1910,1.5
852500,3,2.5,5.5,2630,1
600000,3,2.5,5.5,2630,2
410000,3,2.5,5.5,1960,2
328000,3,1.75,4.75,1440,2
625000,3,1.75,4.75,2210,1
649950,4,2.5,6.5,2350,2
235000,3,1,4,1590,1.5
489000,3,3.5,6.5,1500,2
536000,3,2.5,5.5,1900,2
400000,4,3.5,7.5,2370,2.5
398000,3,2.5,5.5,1720,2
379000,4,1.5,5.5,2020,1
345000,2,1.5,3.5,1340,2
365000,3,2.5,5.5,1800,2
315000,3,2.5,5.5,1480,2
571000,4,2,6,2750,1.5
1025000,5,4,9,3760,2
695000,3,2.75,5.75,2540,2
225000,3,1.75,4.75,1760,1
740000,3,2.5,5.5,3000,2
315000,4,2.5,6.5,1930,2
1230000,4,2.5,6.5,3040,2
420000,2,1,3,860,1
310000,3,1.75,4.75,1420,1
700000,3,2,5,2080,1
269000,3,2.5,5.5,1560,2
369990,4,2.5,6.5,1960,2
800000,3,2.25,5.25,1620,2
569000,5,3,8,3670,1
175000,6,1.5,7.5,1930,1
440000,3,1.5,4.5,1290,3
435000,5,2.25,7.25,1970,1
345000,3,1.75,4.75,1540,1
558000,4,2,6,2180,1
475000,2,1.75,3.75,1490,1
490000,3,2,5,2220,2
335000,3,1.75,4.75,2430,1
350000,2,0.75,2.75,1392,1.5
100000,4,1,5,1120,1
417500,4,1,5,1390,1.5
253000,3,1.75,4.75,2040,1
1240000,5,3,8,2830,2
490000,4,2.5,6.5,3020,2
470000,3,1.75,4.75,2290,1
483300,4,2,6,1210,1
659000,3,2.5,5.5,2510,2
480000,4,1.75,5.75,2320,1
165000,3,1,4,970,1
659500,3,1.75,4.75,1820,1
219900,3,1,4,970,1
315000,2,1,3,1740,1
250000,3,1.75,4.75,1590,1
268000,2,1,3,1380,1
380000,4,1.5,5.5,1680,1
499000,2,1,3,1220,1
285000,2,2,4,1651,1
183000,3,1.75,4.75,1330,1
1070000,3,3,6,2940,2
429000,3,3.25,6.25,1410,3
403000,2,1,3,1100,1
375500,3,1.5,4.5,1530,1
1795000,5,3.25,8.25,5270,2
516200,3,2,5,2110,1
385000,4,1.75,5.75,1720,1
515000,3,2.5,5.5,1800,2
375000,4,2.5,6.5,2210,2
650000,4,2.25,6.25,2560,2
306888,2,1.5,3.5,1010,2
870000,4,2.5,6.5,3340,2
310000,4,1,5,1740,1.5
251750,3,2,5,1320,1
366000,3,1.75,4.75,1520,1
429950,3,1.5,4.5,2010,1
710000,3,3.5,6.5,2440,2
895000,5,2.5,7.5,2550,1
149500,3,1,4,1010,1
310000,3,2.5,5.5,1780,1
555000,3,2,5,2180,1.5
750000,5,3.25,8.25,2750,2
745000,4,3.25,7.25,3490,2
695000,3,2.5,5.5,2550,2
433000,3,1.75,4.75,1870,1
307000,4,1,5,1150,1.5
655275,3,1.75,4.75,2050,1
392000,4,2.75,6.75,1940,2
1180000,5,3.75,8.75,3630,1.5
359950,3,1.75,4.75,1890,2
360000,4,2,6,1630,1
566000,4,1.75,5.75,2440,1
700000,5,2.75,7.75,3100,2
415000,3,2.5,5.5,2090,2
199500,3,1,4,920,1
749000,3,1,4,1580,1.5
680000,3,1.75,4.75,1760,1
400000,4,2.5,6.5,2530,1
608000,4,2.75,6.75,2490,1
589900,4,4.5,8.5,3870,2
480000,5,2.5,7.5,2732,1
1059500,5,3.25,8.25,3230,2
915000,6,3.75,9.75,2930,2
695000,4,3.5,7.5,3510,2
899900,4,2.5,6.5,2580,2
499950,2,2.25,4.25,1060,2
533112,4,2.75,6.75,2790,2
303210,4,2.5,6.5,2009,2
525000,5,2.75,7.75,2880,2
399950,2,1,3,710,2
850830,3,2.5,5.5,2070,1.5
371500,3,2,5,1370,1
522000,3,1.75,4.75,1730,1
588000,4,2,6,1680,1
276900,2,1,3,1350,1
248000,5,1.5,6.5,1510,1
280000,3,2.5,5.5,1860,2
495000,6,5,11,3440,2
665000,6,3,9,4250,2.5
290300,2,1,3,860,1
527000,2,1.75,3.75,1640,1
487028,2,1.5,3.5,1295,2
325000,3,1.75,4.75,1790,1
799000,3,1.5,4.5,2210,1.5
7062500,5,4.5,9.5,10040,2
354000,3,1,4,940,1
262500,3,1.5,4.5,1160,1
560200,3,2.5,5.5,1990,2
220000,3,1,4,1050,1
650000,2,1,3,1030,1
435000,3,2.5,5.5,1420,3
800000,4,3.75,7.75,2690,2
1010000,4,2.5,6.5,3760,2
200000,2,1,3,700,1
295000,5,3.5,8.5,2100,2
580379,4,2.75,6.75,2240,1.5
875000,4,2.5,6.5,3470,2
515000,3,2.5,5.5,3370,2
599000,4,2.5,6.5,2790,2
285000,3,2.5,5.5,1870,2
290000,3,1.75,4.75,1520,1
355000,1,1.75,2.75,750,1
381000,3,1.5,4.5,1460,1
571000,3,2.5,5.5,2600,2
852600,4,2.5,6.5,3320,2
1085000,5,2.5,7.5,2340,2
371000,3,1,4,890,1
514000,3,1.75,4.75,1720,1
386000,3,1.5,4.5,1270,2
464000,4,2.5,6.5,2180,2
335000,4,2.25,6.25,2030,1
740000,4,2.75,6.75,2490,2
465000,4,1.75,5.75,1470,1
700000,3,2.75,5.75,2500,1
785000,3,3.5,6.5,4500,2
350000,3,3.25,6.25,1460,2
148000,1,1,2,620,1
530000,3,1.75,4.75,1550,1
349000,3,2.5,5.5,1430,3
240000,3,1.5,4.5,1360,1.5
330000,3,2.5,5.5,2210,2
735000,4,1.75,5.75,2460,1.5
545000,3,2.5,5.5,2180,1
214950,3,1.75,4.75,1570,1
657500,4,2.75,6.75,4140,2
476000,3,1,4,1140,1.5
2888000,5,6.25,11.25,8670,2
110000,2,1,3,800,1
292000,4,2.75,6.75,2414,2
317000,3,1,4,1160,1
455000,4,2.5,6.5,3170,2
1365000,5,3.5,8.5,4210,2
460000,3,2,5,2060,1
405000,3,2,5,1640,1
333000,2,1,3,720,1
427000,4,1,5,1860,1.5
742000,4,2.5,6.5,2810,2
465000,4,2.5,6.5,2090,1
809950,4,2.5,6.5,3280,2
619400,4,2,6,2090,1.5
762400,3,1.75,4.75,2430,1
535000,5,2.25,7.25,2520,2
881000,5,3,8,2510,1.5
813000,4,2.75,6.75,3370,1
234000,3,2,5,1640,1.5
308900,3,2.5,5.5,2250,2
450000,4,2.5,6.5,2300,1
547500,3,3.5,6.5,1650,3
399950,2,1,3,710,2
516000,4,3.5,7.5,2550,2
250000,2,1.5,3.5,982,2
475000,3,2.25,5.25,1630,2
415000,4,2.5,6.5,2550,2
545000,2,1.25,3.25,1240,2
329950,3,2.5,5.5,2456,2
1325000,5,2.25,7.25,3200,1
784000,3,3.5,6.5,3950,1.5
610750,4,2.25,6.25,2180,2
578000,4,2.5,6.5,3140,1
1485000,4,3.75,7.75,4030,2
501000,3,1.75,4.75,1970,1
465250,5,2,7,1940,1.5
2250000,5,4.25,9.25,4860,1.5
1095000,0,0,0,3064,3.5
315000,2,1,3,970,1
900000,4,2.25,6.25,2460,1
789500,4,2.5,6.5,3010,2
678500,3,2,5,2460,1
342500,3,2,5,2080,1
860000,4,3.25,7.25,3960,2
306000,4,2.5,6.5,2490,2
580000,5,2,7,2060,2
405000,3,1,4,1330,1
510000,3,1.75,4.75,1600,1
173000,2,1,3,820,1
210000,4,1.75,5.75,1200,1
445000,3,1,4,1050,1
585000,3,2.5,5.5,1910,2.5
381000,3,1.75,4.75,1800,1
890000,3,2.25,5.25,2060,1
235000,3,1.75,4.75,1840,1
480000,3,2.5,5.5,1250,3
575000,2,1,3,1510,1.5
350000,4,2.25,6.25,2300,1.5
259000,4,1.5,5.5,1490,2
599000,5,2.75,7.75,2820,1
210000,4,1.5,5.5,1130,1
1184000,4,2.5,6.5,3200,1.5
545000,3,1,4,1510,1.5
299995,3,2.5,5.5,1970,2
440000,3,1,4,1210,1.5
699000,4,2.5,6.5,3280,2
795000,3,2,5,2420,1
445000,5,1.75,6.75,2460,1.5
397990,3,1,4,1180,1
706000,3,2.75,5.75,1900,1
363000,3,3.25,6.25,1651,2
850000,4,2.25,6.25,2130,2
620000,2,1,3,1430,1.5
1228000,4,2.5,6.5,5730,2
333000,4,2.5,6.5,1910,1
743000,3,1.75,4.75,2110,1
448000,2,1.5,3.5,1630,1
485000,4,2.5,6.5,2470,2
489950,4,2.25,6.25,2640,1
498500,5,2.75,7.75,2990,2
531000,3,2.5,5.5,2120,2
670000,3,2.5,5.5,2050,1
310000,5,3,8,1880,1
835000,3,3,6,2790,2
1688000,4,2.5,6.5,3000,2
495000,4,2.5,6.5,2140,2
495000,3,2,5,1769,1
440000,3,1,4,1710,1.5
280000,1,0.75,1.75,420,1
1070000,4,2.5,6.5,3270,2
1034500,4,2.5,6.5,2370,2
248000,4,2.5,6.5,1770,2
294000,4,2.5,6.5,2210,1
561000,3,2.25,5.25,1710,2
656500,4,2,6,2710,1
660000,3,3,6,2340,2
370000,2,1,3,1220,1
349950,3,1,4,1060,1
223000,2,1,3,910,1
560000,4,1.75,5.75,1880,1.5
594000,4,1.75,5.75,1870,2
600000,3,2.25,5.25,1480,2
315000,3,2.5,5.5,1880,2
430000,4,1.75,5.75,1890,1
440000,3,2.75,5.75,1560,1
312500,2,1.5,3.5,1070,2
1240000,5,4,9,4410,2
300000,3,3.25,6.25,1470,2
680000,3,2.5,5.5,2570,2.5
336750,2,2.25,4.25,1170,2
822500,5,3.5,8.5,2320,2
589000,4,3,7,2440,2
863000,4,2.5,6.5,4120,2
210000,2,1.75,3.75,1440,1
206135,3,1,4,1340,1
1125000,6,3.75,9.75,3010,2
285000,3,1.75,4.75,1840,1
230000,2,1,3,930,1
845000,4,2.75,6.75,4070,2
350000,3,1.75,4.75,1820,1
304000,3,1,4,1280,1.5
370000,2,1,3,900,1
810000,3,1.75,4.75,1980,1
440000,4,2.25,6.25,2010,1
1030000,4,2.5,6.5,2750,2
775000,4,2,6,3140,1
1335000,5,2.25,7.25,4200,2.5
235000,3,1.75,4.75,1900,1
499950,3,1,4,1830,1.5
622500,5,2.75,7.75,3320,2
300000,4,2.5,6.5,2700,1
205000,3,1,4,1290,1
435000,3,1.75,4.75,1500,1
697000,4,2.75,6.75,3650,1.5
153000,3,1,4,1270,1.5
454000,4,2.25,6.25,2630,2
345000,2,1.5,3.5,1800,1
